O	22 副 一律 it-lu̍t ['伊', '對', '伊', '的', '學生', '一律', '攏', '真', '嚴格', '。'] 他對他的學生一律都很嚴格。
O	23 形 一致 it-tì ['伊', '佮', '我', '的', '看', '法', '並', '無', '一致', '。'] 他跟我的看法並不一致。
X	24 副 一面 tsi̍t-bīn ['伊', '一', '面', '做工', '，', '一', '面', '讀冊', '。'] 他一邊工作，一邊讀書。
O	26 形 一屑仔 tsi̍t-sut-á ['伊', '食', '一屑仔', '飯', '爾爾', '。'] 他吃一點點飯而已。
O	27 名 一家伙仔 tsi̍t-ke-hué-á/tsi̍t-ke-hé-á ['\ue701', '一家伙仔', '對', '人', '攏', '真', '客氣', '。'] 他們一家子對人都很客氣。
O	28 形 一般 it-puann ['一般', '人', '攏', '真', '愛', '面子', '。'] 一般人都很愛面子。
X	31 形 一粒一 it-lia̍p-it ['這', '擺', '欲', '替', '伊', '開刀', '的', '醫生', '攏是', '一', '粒', '一', '的', '。'] 這次為她開刀的醫生都是最好的。
X	33 副 一睏仔 tsi̍t-khùn-á ['伊', '跤手', '真', '緊', '，', '穡頭', '一', '睏', '仔', '就', '做', '了', '矣', '。'] 他的動作真快，工作一下子就做完了。
O	34 副 一概 it-khài ['眾人', '的', '意見', '伊', '一概', '反對', '。'] 眾人的意見他一概反對。
O	35 名 一路 tsi̍t-lōo ['祝', '恁', '一路', '平安', '。'] 祝福你們一路平安。
O	36 副 一寡 --tsi̍t-kuá ['加減', '食', '一寡', '。'] 多少吃一點。
O	37 副 一寡仔 tsi̍t-kuá-á ['猶有', '一寡仔', '物件', '無', '整理', '。'] 還有一些東西沒整理。
O	38 時 一對時 tsi̍t tuì-sî ['藥仔', '食', '落去', '，', '到今', '一對時', '矣', '。'] 藥吃下，到現在二十四小時了。
O	39 副 一霎仔久 tsi̍t-tiap-á-kú ['伊', '來', '一霎仔久', '就', '轉去', '矣', '。'] 他來一下子就回去了。
O	41 形 一點仔 tsi̍t-tiám-á ['你', '才', '食', '一點仔', '物件', '哪會', '飽', '？'] 你才吃一點點東西怎麼會飽？
O	47 數 七 tshit ['七', '个', '人', ' '] 七個人
O	50 動 了 liáu ['飯', '食', '了', '才', '食', '果子', '。'] 飯吃完再吃水果。
X	53 名 人 【替】lâng ['做', '牛', '著', '拖', '，', '做人', '著', '磨', '。'] 做牛得要拖犁耕田，做人得受生活的折磨。
X	54 動 入 ji̍p/li̍p ['入去', ' '] 進去
X	55 數 八 【文】pat ['三八', '婦女', '節', ' '] 三八婦女節
O	56 數 八 【白】peh/pueh ['八', '个', '人', ' '] 八個人
X	57 名 刀 to ['鉸刀', ' '] 剪刀
O	58 動 刁 tiau ['\ue701', '頭家', '真', '𠢕', '共', '人', '刁', '。'] 他們的老闆很會為難人。
O	59 名 力 【白】la̍t ['無', '力', ' '] 沒有力氣
O	61 數 十 【白】tsa̍p ['十', '个', '人', ' '] 十個人
O	62 數 十 【文】si̍p ['十', '五', '音', ' '] 十五音
O	63 動 卜 【替】poh ['卜', '看覓', '咧', '！'] 試試看囉！
O	64 動 卜 pok ['我', '來', '卜', '一', '下', '仔', '卦', '咧', '。'] 我來卜一下卦。
O	65 副 又 iū ['食', '又', '欲', '食', '，', '穡', '又', '毋', '做', '，', '真', '害', '！'] 吃又要吃，工作又不肯做，真糟糕！
O	67 副 了了 liáu-liáu ['鳥鼠', '予', '貓', '掠', '了了', '矣', '。'] 老鼠被貓抓光光了。
O	68 形 了了 --liáu-liáu ['這', '个', '袂使', '，', '彼个', '毋通', '，', '全', '你', '的', '意見', '了了', '。'] 這個不行，那個不可以，你的意見真多。
O	69 名 人人 lâng-lâng ['恁', '新婦', '人人', '呵咾', '。'] 你媳婦人人稱讚。
O	73 名 二九暝 Jī-káu-mê/Lī-káu-mî ['二九暝', '家', '家', '戶', '戶', '攏', '咧', '圍爐', '。'] 農曆新年除夕晚上家家戶戶都在圍爐。
O	75 形 十八變 tsa̍p-peh-piàn/tsa̍p-pueh-piàn ['查某囡仔', '十八變', '。'] 女大十八變。
O	77 動 了工 liáu-kang ['了工', '閣', '蝕本', '。'] 白費工夫又賠錢。比喻賠了夫人又折兵。
O	78 名 人工 lâng-kang ['割稻仔', '的', '人工', '愈', '濟', '就', '愈', '緊', '割', '了', '。'] 越多人割稻就越快完工。
O	79 名 人才 lâng-tsâi ['恁', '囝婿', '的', '人才', '生做', '袂䆀', '。'] 你女婿外表長得不錯。
X	81 副 刁工 thiau-kang ['我', '刁', '工', '來', '看', '你', '。'] 我專程來看你。
O	82 名 人中 jîn-tiong/lîn-tiong ['算命', '的', '講', '，', '人中', '長', '的', '人', '較', '長歲壽', '。'] 算命的說，人中長的人壽命比較長。
O	83 名 七孔 tshit-khóng ['人', '有', '七孔', '。'] 人有七竅。
O	85 名 二手 jī-tshiú/lī-tshiú ['伊', '是', '二手', '，', '毋是', '頭手', '。'] 他是助手，不是師傅。
X	87 名 八仙 pat-sian ['八仙綵', ' '] 繡有八仙的紅彩，在喜慶時掛在門楣上
O	91 動 刁古董 tiau-kóo-tóng ['你', '莫', '共', '伊', '刁古董', '。'] 你不要為難他。
O	92 動 了本 liáu-pún ['伊', '一', '禮拜', '至少', '愛', '賣', '三百', '个', '，', '才', '袂', '了本', '。'] 他一星期至少要賣三百個，才不會虧本。
O	94 名 人生 jîn-sing/lîn-sing ['人生', '短', '短', '仔', ' '] 人生苦短
O	95 名 刀石 to-tsio̍h ['刀石', '提', '來', '磨', '刀仔', '。'] 磨刀石拿來磨刀子。
O	96 形 十全 tsa̍p-tsn̂g ['媠', '，', '媠', '無', '十全', '；', '䆀', '，', '䆀', '無', '加', '圇', '。'] 人不會是十全十美的。
O	97 名 十全 si̍p-tsuân ['十全', '大', '補', '湯', ' '] 合人參、白朮、茯苓、甘草、熟地、白芍、當歸、川芎、黃茋、肉桂等十種藥材的補藥。
O	98 名 八字 peh-jī/pueh-lī ['算命', '仙', '的', '講', '\ue701', '兩', '人', '的', '八字', '袂合', '。'] 算命先生說他們兩人的八字不合。
O	104 副 入耳 ji̍p-ní/li̍p-ní ['你', '講', '閣', '較', '濟', '伊', '嘛', '聽', '袂', '入耳', '。'] 你說再多他也聽不進去。
O	106 形 七老八老 tshit-lāu-peh-lāu/tshit-lāu-pueh-lāu ['食', '甲', '七老八老', '矣', '，', '猶閣', '毋', '認', '老', '。'] 活到七老八十了，還不認老。
O	107 名 了尾仔囝 liáu-bué-á-kiánn/liáu-bé-á-kiánn ['你', '著', '較', '拍拚', '咧', '，', '毋通', '做', '了尾仔囝', '。'] 你要更努力一點，不要做敗家子。
O	108 名 二步七仔 --jī-pōo-tshit-á/--lī-pōo-tshit-á/--nn̄g-pōo-tshit-á ['講', '著', '種', '花', '伊', '閣', '有', '二步七仔', '！'] 說到種花他還有點能耐！
O	110 形 十足 tsa̍p-tsiok ['睏', '飽', '了後', '，', '氣力', '十足', '。'] 一覺睡醒之後，全身都充滿了活力。
O	111 名 九芎仔 kiú-kiong-á ['九芎仔', '柴', ' '] 九芎樹
O	112 名 人事 jîn-sū/lîn-sū ['人事', '室', ' '] 管理機關人員的辦公處所
O	115 名 二房 jī-pâng/lī-pâng ['陳', '家', '二房', '的', '囝孫', '仔', '攏', '真', '老實', '。'] 陳家二房的子孫都很老實。
X	116 名 人物 jîn-bu̍t/lîn-bu̍t ['大人', '物', ' '] 有地位有名望的人
O	117 形 十花五色 tsa̍p-hue-gōo-sik ['十花五色', '的', '人', ' '] 形形色色的人
O	118 動 入門 ji̍p-mn̂g/li̍p-mn̂g ['我', '今仔', '入門', '，', '電話', '就', '來', '矣', '。'] 我剛進門，電話就來了。
O	119 名 人客 lâng-kheh ['咱', '愛', '好好仔', '招待', '人客', '。'] 我們要好好招呼客人。
O	120 時 了後 liáu-āu ['你', '出門', '了後', '，', '伊', '就', '醒', '矣', '。'] 你出去之後，他就醒了。
O	121 名 七星 tshit-tshenn/tshit-tshinn ['七星', '陣', ' '] 依照北斗七星排列所設的陣式
O	122 名 二指 jī-tsáinn/lī-tsáinn ['大姊', '昨昏', '二指', '去', '予', '玻璃', '幼', '仔', '割', '著', '。'] 大姊昨天食指被碎玻璃割到。
X	123 副 刁持 tiau-tî ['伊', '是', '刁', '持', '欲', '佮', '我', '做', '對', '的', '。'] 他是故意要和我作對的。
O	124 副 刁故意 tiau-kòo-ì ['伊', '刁故意', '欲', '講', '予', '你', '氣', '。'] 他故意這麼說要惹你生氣。
O	127 名 人面 lâng-bīn ['伊', '的', '人面', '真', '闊', '，', '拜託', '伊', '就', '無毋著', '！'] 他的人脈很廣，拜託他就沒錯！
O	128 名 人倫 jîn-lûn/lîn-lûn ['這', '个', '案件', '是', '人倫', '悲劇', '。'] 這個案件是人倫悲劇。
O	130 動 入厝 ji̍p-tshù/li̍p-tshù ['你', '當時', '欲', '入厝', '？'] 你何時要搬入新家？
O	136 名 人格 jîn-keh/lîn-keh ['做人', '愛', '重', '人格', '。'] 為人要注重人格。
O	137 名 人氣 jîn-khì/lîn-khì ['伊', '閣', '不止仔', '有', '人氣', '。'] 他的人緣還算不錯。
O	139 名 人馬 jîn-má/lîn-má ['兩', '隊', '人馬', '佇', '街仔路', '相拄', '。'] 兩隊人馬在街道相遇。
O	140 動 入院 ji̍p-īnn/li̍p-īnn ['伊', '昨暗', '入院', '。'] 他昨晚住院。
X	142 名 人情 jîn-tsîng/lîn-tsîng ['做人情', '予伊', '。'] 給他一個人情。
O	143 熟 人情世事 jîn-tsîng-sè-sū/lîn-tsîng-sè-sū ['人情世事', '有', '夠', '濟', '。'] 禮尚往來的事情有夠多。
O	145 名 人望 jîn-bōng/lîn-bōng ['伊', '真', '有', '人望', '。'] 他很有名氣。
O	147 名 刀喙 to-tshuì ['這', '支', '刀', '的', '刀喙', '真', '利', '。'] 這把刀的刀口很鋒利。
O	149 動 入場 ji̍p-tiûnn/li̍p-tiûnn ['戲園', '五', '點', '才會', '使', '入場', '。'] 戲院五點才能進場。
O	150 形 了然 liáu-jiân/liáu-liân ['這', '个', '囡仔', '欲', '食', '毋', '討趁', '，', '有', '夠', '了然', '。'] 這個孩子只顧白食不肯賺錢，實在枉然。
O	151 名 力量 li̍k-liōng ['咱', '愛', '靠', '家己', '的', '力量', '拚', '出', '咱', '家己', '的', '前途', '。'] 我們要靠自己的能力拚出自己的前途。
O	152 形 刁意故 thiau-ì-kòo ['伊', '毋是', '刁意故', '的', '。'] 他不是故意的。
O	155 副 又閣 iū-koh ['伊', '又閣', '來', '矣', '。'] 他又來了。
O	156 名 人影 lâng-iánn ['規', '間', '厝', '恬', '恬', '無', '聲', '，', '連', '半', '个', '人影', '嘛', '無', '。'] 整間屋子靜悄悄的，連半個人影都沒有。
O	157 名 九層塔 káu-tsàn-thah ['用', '九層塔', '煎', '卵', '真', '好', '食', '。'] 用九層塔煎蛋很好吃。
O	158 名 人範 lâng-pān ['伊', '的', '人範', '袂䆀', '。'] 他的人品不錯。
X	159 名 人緣 lâng-iân ['伊', '真', '有人緣', '。'] 他很有人緣。
O	160 動 入學 ji̍p-o̍h/li̍p-o̍h ['我', '今年', '就', '欲', '入學', '去', '讀冊', '矣', '！'] 我今年就要入學去讀書了！
O	161 動 入選 ji̍p-suán/li̍p-suán ['伊', '彼', '幅', '圖', '有', '入選', '無', '？'] 他那幅畫有沒有入選？
O	162 動 了錢 liáu-tsînn ['伊', '做', '啥物', '生理', '攏', '了錢', '。'] 他做什麼生意都賠錢。
O	164 名 力頭 la̍t-thâu ['力頭', '真', '飽', ' '] 力道真大
O	179 量 个 ê ['兩', '个', '人', ' '] 兩個人
X	180 名 丸 uân ['魚丸', ' '] 魚肉製成的小丸子
O	181 形 久 【白】kú ['伊', '離開', '真', '久', '矣', '。'] 他離開很久了。
O	182 數 么 io ['么', '二三 '] 一二三
O	183 動 乞 khit ['乞', '符仔', ' '] 向道士求討符咒
X	184 副 也 iā ['這', '項', '物件', '有', '也好', '，', '無', '也好', '，', '攏', '無要緊', '。'] 這個東西可有可無，都沒關係。
O	186 形 凡 huân ['平', '凡', ' '] 平常、不出色
X	189 數 千 【白】tshing ['一千', '箍', ' '] 一千元
O	190 名 叉 tshe ['開', '叉', ' '] 有Y字型開叉竹竿的樹椏
O	196 形 大 【白】tuā ['阮', '大兄', '大', '我', '三', '歲', '。'] 我大哥比我大三歲。
X	199 名 子 【白】tsí ['銃子', ' '] 子彈
O	200 名 子 【文】tsú ['公', '子', ' '] 稱人子
X	202 量 寸 tshùn ['陰鴆', '陰鴆', '，', '咬', '人', '三寸', '深', '。'] 一般陰沉的人，平常多是默不作聲，一狠起來，就會狠咬一口。
X	203 形 小 【文】siáu ['小寒', ' '] 二十四節氣之一，冬至過後十五天，因天候寒冷所以有這個名稱。
O	204 形 小 【白】sió ['小', '湧', ' '] 小浪
X	206 名 山 【白】suann ['懸山', ' '] 高山
O	207 量 工 【白】kang ['我', '一', '禮拜', '愛', '上', '班', '五', '工', '。'] 我一禮拜要上五天班。
O	210 名 巳 【白】tsī ['巳', '時', ' '] 上午九點到十一點
X	211 名 巾 kin/kun ['面巾', ' '] 毛巾
O	212 名 干 kan ['干', '戈', ' '] 盾和矛，原指兵器，後多引申為戰爭。
X	214 名 才 tsâi ['才調', ' '] 本事、能力
O	215 副 才 【替】tsiah ['這馬', '我', '才', '知影', '伊', '是', '騙', '我', '的', '。'] 現在我才知道他是騙我的。
O	216 量 才 tshâi ['這', '款', '木材', '一', '才', '偌濟', '？'] 這種木材一才多少錢？
O	218 名 丈人 tiūnn-lâng ['阮', '丈人', '明仔載', '欲', '起來', '臺北', '。'] 我的岳父明天要北上到臺北。
O	219 形 三八 sam-pat ['三八', '人', ' '] 傻氣不正經的人
O	220 名 土人 thóo-lâng ['伊', '是', '一', '个', '土人', '，', '講話', '較', '凊彩', '，', '你', '毋通', '佮', '伊', '計較', '。'] 他是一個粗人，說話比較隨便，你不要跟他計較。
O	222 名 大人 tuā-lâng ['大人', '儉', '一', '喙', '，', '囡仔', '食', '甲', '飫', '。'] 大人少吃一口，小孩子就可以吃得飽，甚至吃到膩了。
O	223 形 大力 tuā-la̍t ['囡仔', '猶閣', '細', '漢', '，', '你', '毋通', '共', '拍', '甲', '遐爾仔', '大力', '。'] 孩子還小，你不要打得那麼用力。
O	232 副 上久 siōng-kú ['對', '臺北', '坐', '高', '鐵', '到', '臺中', '上久', '是', '一', '點', '捅', '鐘', '。'] 從臺北坐高鐵到台中最久是一個多小時。
O	233 動 上山 tsiūnn-suann ['頂', '禮拜', '阮', '一', '陣', '人', '上山', '去', '看', '風', '景', '。'] 上個禮拜我們一群人登山去看風景。
O	234 動 下山 hā-san ['我', '欲', '準備', '下山', '矣', '。'] 我要準備下山了。
O	235 副 久久 kú-kú ['伊', '久久', '才', '來', '一', '擺', '。'] 他相隔很久才來一次。
O	236 形 大下 tuā-ē ['伊', '拍', '一', '下', '傷', '大下', '，', '箠仔', '煞', '斷', '去', '。'] 他打得太用力，竹枝竟然斷掉了。
O	237 形 小口 sió-kháu ['伊', '真', '小口', '，', '食', '袂', '濟', '。'] 他食量很小，吃不多。
O	241 副 干干仔 kan-kan-á ['叫', '你', '莫', '，', '你', '干干仔', '欲', '！', ' '] 叫你不要，你偏要！
O	243 形 千千萬萬 tshian-tshian-bān-bān ['山頂', '的', '暗暝', '，', '會使', '看', '著', '千千萬萬', '粒', '星', '。'] 山上的夜晚，可以看到成千上萬顆星星。
O	245 名 丈公 tiūnn-kong ['姑婆', '的', '翁', '我', '愛', '叫', '伊', '「', '丈公', '」', '。'] 姑婆的先生我要叫他「姑公」。
O	248 名 下勻 ē-ûn ['這馬', '下勻', '的', '少年人', '，', '想', '法', '佮', '阮', '往過', '攏', '無仝', '。'] 現在小一輩的年輕人，想法和我們以往不同。
O	249 副 大不了 tāi-put-liáu ['大不了', '予', '人', '罵', '罵', '咧爾爾', '。'] 頂多被罵一罵而已。
O	250 熟 三不五時 sam-put-gōo-sî ['伊', '三不五時', '就', '來', '阮', '兜', '行踏', '。'] 他不時來我們家串門子。
O	253 形 土公仔性 thóo-kong-á-sìng ['伊', '就是', '彼款', '土公仔性', '，', '你', '莫', '佮', '伊', '計較', '。'] 他的個性就是那麼粗魯，你不要和他計較。
O	256 名 上天 siōng-thian ['請', '上天', '保庇', '咱', '臺', '灣', '會當', '安', '定', '佮', '富裕', '。'] 請上蒼保佑我們臺灣能夠安定和富裕。
X	257 副 上手 tsiūnn-tshiú ['彼', '項', '工夫', '伊', '已', '經', '學', '上', '手', '矣', '。'] 那項技術他已熟練了。
O	258 動 上水 tshiūnn-tsuí ['彼', '口', '井', '敢', '閣', '有', '咧', '上水', '？'] 那口井還有人在取水嗎？
X	262 名 下水 hā-suí ['下水湯', ' '] 用禽類動物內臟煮成的湯
X	264 形 大方 tāi-hong ['伊', '出手', '真', '大', '方', '，', '攏', '袂', '凍', '霜', '。'] 他出手很慷慨，一點也不會小氣吝嗇。
O	265 名 大日 tuā-ji̍t/tuā-li̍t ['今仔日', '是', '大日', '，', '真', '濟', '人', '嫁娶', '。'] 今天是好日子，很多人嫁娶。
O	267 名 寸尺 tshùn-tshioh ['你', '若', '欲', '做', '衫', '，', '愛', '先', '量', '寸尺', '。'] 你如果想要做衣服，要先量身材尺寸。
O	268 形 小心 sió-sim ['囡仔人', '騎', '車', '愛', '小心', '，', '毋通', '騎', '傷', '緊', '。'] 小孩子騎車要留意謹慎，不要騎太快。
O	269 名 小月 sió-gue̍h/sió-ge̍h ['舊曆', '的', '小月', '干焦', '二十九', '工', '爾爾', '。'] 農曆的小月只有二十九天而已。
O	270 名 小木 sió-ba̍k ['伊', '是', '做', '小木', '的', '。'] 他是製作家具的木工。
O	271 名 工夫 kang-hu ['這馬', '練', '工夫', '真', '時行', '。'] 現在很流行練功夫。
O	274 熟 三心兩意 sam-sim-lióng-ì ['你', '做', '代誌', '毋通', '三心兩意', '。'] 你做事情不要猶豫不決。
O	275 動 大心氣 tuā-sim-khuì ['伊', '拍球', '拍', '甲', '大心氣', '。'] 他打球打到喘不過氣來。
O	279 名 大爿 tuā-pîng ['你', '閣', '會曉', '西瓜', '倚', '大爿', '，', '知影', '欲', '綴', '阮', '行', '。'] 你還會見風轉舵，知道要跟著我們走。
O	283 名 巾仔 kin-á/kun-á ['冊', '愛', '用', '巾仔', '包', '咧', '。'] 書要用布巾包著。
O	285 動 大主大意 tuā-tsú-tuā-ì ['啥人', '叫', '你', '大主大意', '做', '這', '件', '代誌', '？'] 誰叫你擅作主張做這件事？
O	286 名 大代誌 tuā tāi-tsì ['這', '毋是', '啥物', '大代誌', '。'] 這不是什麼大事情。
O	287 副 上加 siōng-ke ['遮的', '上加', '是', '兩百', '箍', '。'] 這些頂多兩百元。
O	288 動 上北 tsiūnn-pak ['上北', '的', '火車', ' '] 北上的火車
O	291 形 小可仔 sió-khuá-á ['小可仔', '代誌', '毋免', '囥', '佇', '心肝', '內', '。'] 一點小事不用放在心上。
O	292 副 大四界 tuā-sì-kè/tuā-sì-kuè ['這馬', '柑仔', '大四界', '。'] 現在到處都是橘子。
O	294 時 下半暝 ē-puànn-mê/ē-puànn-mî ['伊', '攏', '愛', '等', '甲', '下半暝', '才', '睏', '會', '落眠', '。'] 他都要等到下半夜才睡得熟。
O	296 動 下本 hē-pún ['做生理', '愛', '敢', '下本', '，', '才會', '成功', '。'] 做生意要敢投入本錢，才會成功。
O	297 名 大本 tuā-pún ['大本', '蕹菜', ' '] 大型空心菜
O	298 名 小旦 sió-tuànn ['伊', '是', '這', '个', '歌仔戲', '班', '的', '小旦', '。'] 她是這個歌仔劇團裡的小旦。
O	299 形 上目 tsiūnn-ba̍k ['伊', '看', '別人', '無', '上目', '。'] 他瞧不起別人。
O	300 名 口白 kháu-pe̍h ['伊', '隨', '上', '台', '就', '袂記得', '愛', '唸', '口白', '。'] 他一上臺就忘了要唸旁白。
O	301 名 大目 tuā-ba̍k ['大目', '新娘', '揣', '無', '灶', '。'] 大眼睛的新娘沒看見爐灶。諷刺一個人對於近在眼前的大目標，居然看不見。
O	302 名 小生 sió-sing ['彼个', '小生', '真', '緣投', '。'] 那個小生長得真英俊。
O	306 動 上任 tsiūnn-jīm/tsiūnn-līm ['伊', '明仔載', '欲', '上任', '矣', '。'] 他明天要就職了。
O	308 副 干休 kan-hiu ['我', '無', '欲', '放', '伊', '干休', '。'] 我不會放過他。
O	309 名 大名 tuā-miâ ['請問', '你', '的', '大名', '是', '？'] 請問你的大名是？
O	310 名 大囝 tuā-kiánn ['較', '早', '踮', '厝內', '，', '大囝', '的', '責任', '較', '重', '。'] 早期在家裡，長子的責任比較重。
O	312 名 小囝 sió-kiánn ['你', '這', '个', '臭', '小囝', '，', '哪會', '無代無誌', '共', '人', '拍', '？'] 你這個臭小子，怎麼無緣無故就打人呢？
X	314 形 上好 siōng hó ['彼个', '唱', '歌', '唱', '了', '上', '好', '的', '人', '，', '是', '阮', '姊仔', '。'] 那個唱歌唱得最好的人，就是我姐姐。
O	315 副 也好 iā hó ['有', '也好', '，', '無', '也好', '。'] 有也好，沒有也好。
O	317 名 土地公 Thóo-tī-kong ['生理人', '初', '二', '、', '十六', '攏', '有', '拜', '土地公', '。'] 生意人初二、十六都拜土地公。
X	318 時 下早仔 e-tsái-á ['下', '早', '仔', '去', '較', '袂', '熱', '。'] 早上去比較不會熱。
O	319 形 大耳 tuā-hīnn/tuā-hī ['伊', '是', '一', '个', '大耳', '豬', '。'] 他是耳根軟的人。
O	320 動 大舌 tuā-tsi̍h ['我', '若', '緊張', '就', '會', '大舌', '，', '話', '攏', '講', '袂', '清楚', '。'] 我若緊張就會口吃，話都說不清楚。
O	322 名 大位 tuā-uī ['母舅', '坐', '大位', '。'] 舅舅坐主位。
O	328 名 小弟 sió-tī ['恁', '小弟', '今年', '幾', '歲', '矣', '？'] 妳弟弟今年幾歲了？
O	329 名 子弟戲 tsú-tē-hì ['北管', '戲', '嘛', '叫做', '亂彈', '、', '子弟戲', '，', '是', '早', '期', '臺', '灣', '時行', '的', '傳', '統', '戲曲', '。'] 北管戲也叫做亂彈、子弟戲，是早期台灣流行的傳統戲曲。
X	330 時 三更 sann-kenn/sann-kinn ['三更半暝', ' '] 三更半夜
O	331 時 三更半暝 sann-kenn-puànn-mê/sann-kinn-puànn-mî ['伊', '昨昏', '三更半暝', '才', '轉來', '。'] 他昨天三更半夜才回來。
X	332 量 口灶 kháu-tsàu ['這', '个', '庄頭', '無', '偌', '大', '，', '蹛', '無', '幾', '口', '灶', '。'] 這個村子沒多大，沒有幾戶人家住在那裡。
O	334 名 大肚胿 tuā-tōo-kui ['伊', '有', '一', '个', '大肚胿', '，', '做', '啥物', '代誌', '攏', '真', '無', '方', '便', '。'] 他有一個很大的肚子，做起任何事都很不方便。
O	336 動 久見 kiú-kiàn ['陳', '的', '！', '久見', '久見', '！', '近來', '攏', '咧', '無閒', '啥', '？'] 老陳！好久不見！最近都在忙些什麼？
O	342 名 三角窗 sann-kak-thang ['三角窗', '的', '厝', '來', '做店面', '上', '好', '。'] 轉角的房子來做店面最合適。
O	344 名 千里鏡 tshian-lí-kiànn ['伊', '上', '愛', '提', '千里鏡', '看', '希', '罕', '的', '鳥仔', '。'] 他最喜歡拿望遠鏡看稀奇的鳥類。
O	345 副 久來 kú--lâi ['我', '若無', '提醒', '，', '你', '久來', '就', '會', '袂記得', '矣', '。'] 我若沒有提醒你，時間一久你就會忘記了。
O	346 名 口供 kháu-king ['伊', '去', '予', '警察', '召', '去', '問', '口供', '。'] 他被警察叫去問口供。
O	348 名 小事 sió-sū ['大', '事', '化', '小事', '，', '小事', '化', '無', '事', '。'] 大事化小，小事化無。有息事寧人或避重就輕之意。
O	350 名 工事 kang-sū ['這', '擺', '的', '工事', '真', '順利', '。'] 這次的工程很順利。
O	352 名 小叔 sió-tsik ['大', '嫂', '疼', '小叔', '。'] 大嫂疼小叔。
O	356 名 山坪 suann-phiânn ['這', '片', '山坪', '種', '足', '濟', '茶欉', '。'] 這片山坡地上種了很多茶樹。
O	357 名 丈姆 tiūnn-ḿ ['阮', '丈姆', '明仔載', '欲', '來', '。'] 我的岳母明天要來。
O	361 名 小妹 sió-muē/sió-muāi/sió-bē ['伊', '是', '阮', '小妹', '。'] 她是我妹妹。
O	363 名 小姑 sió-koo ['\ue701', '兩', '个', '兄嫂', '小姑', '誠', '有', '話', '講', '。'] 她們姑嫂倆很有得聊。
O	365 位 下底 ē-té/ē-tué ['物件', '收', '佇', '屜仔', '下底', '。'] 東西收在抽屜下面。
O	366 名 大官 ta-kuann ['翁婿', '的', '老爸', '，', '愛', '稱呼', '伊', '大官', '。'] 丈夫的父親，要稱呼他公公。
O	367 名 大官虎 tuā-kuann-hóo ['\ue701', '親情', '內底', '有', '一', '个', '大官虎', '，', '講話', '攏', '會', '硩', '死人', '。'] 他的親戚裡頭有一個當大官的，說話都會將別人壓得死死的。
O	368 形 土性 thóo-sìng ['伊', '生', '本', '較', '土性', '，', '你', '莫', '佮', '伊', '計較', '。'] 他天生就比較粗魯、率直，你不要和他計較。
O	369 副 下性命 hē-sènn-miā/hē-sìnn-miā ['伊', '驚', '見', '赴', '袂', '著', '車幫', '，', '下性命', '走', '。'] 他怕搭車會來不及，死命地跑。
